	vrefs
4487	['GEN 12:15', 'GEN 21:22', 'GEN 21:32', 'GEN 26:26', 'GEN 37:36', 'GEN 39:1', 'GEN 39:21', 'GEN 39:22', 'GEN 39:23', 'GEN 40:2', 'GEN 40:2', 'GEN 40:3', 'GEN 40:4', 'GEN 40:9', 'GEN 40:16', 'GEN 40:20', 'GEN 40:20', 'GEN 40:21', 'GEN 40:22', 'GEN 40:23', 'GEN 41:9', 'GEN 41:10', 'GEN 41:10', 'GEN 41:12', 'GEN 47:6', 'EXO 1:11', 'EXO 2:14', 'EXO 18:21', 'EXO 18:21', 'EXO 18:21', 'EXO 18:21', 'EXO 18:25', 'EXO 18:25', 'EXO 18:25', 'EXO 18:25', 'NUM 21:18', 'NUM 22:8', 'NUM 22:13', 'NUM 22:14', 'NUM 22:15', 'NUM 22:21', 'NUM 22:35', 'NUM 22:40', 'NUM 23:6', 'NUM 23:17', 'NUM 31:14', 'NUM 31:14', 'NUM 31:48', 'NUM 31:48', 'NUM 31:52', 'NUM 31:52', 'NUM 31:54', 'DEU 1:15', 'DEU 1:15', 'DEU 1:15', 'DEU 1:15', 'DEU 20:9', 'JOS 5:14', 'JOS 5:15', 'JDG 4:2', 'JDG 4:7', 'JDG 5:15', 'JDG 7:25', 'JDG 8:3', 'JDG 8:6', 'JDG 8:14', 'JDG 9:30', 'JDG 10:18', '1SA 8:12', '1SA 8:12', '1SA 12:9', '1SA 14:50', '1SA 17:18', '1SA 17:55', '1SA 18:13', '1SA 18:30', '1SA 22:2', '1SA 22:7', '1SA 22:7', '1SA 26:5', '1SA 29:3', '1SA 29:3', '1SA 29:4', '1SA 29:4', '1SA 29:9', '2SA 2:8', '2SA 3:38', '2SA 4:2', '2SA 10:3', '2SA 10:16', '2SA 10:18', '2SA 18:1', '2SA 18:1', '2SA 18:5', '2SA 19:8', '2SA 19:15', '2SA 23:19', '2SA 24:2', '2SA 24:4', '2SA 24:4', '1KI 1:19', '1KI 1:25', '1KI 2:5', '1KI 2:32', '1KI 2:32', '1KI 4:2', '1KI 5:30', '1KI 9:22', '1KI 9:22', '1KI 9:23', '1KI 11:15', '1KI 11:21', '1KI 11:24', '1KI 14:27', '1KI 15:20', '1KI 16:9', '1KI 16:16', '1KI 20:14', '1KI 20:15', '1KI 20:17', '1KI 20:19', '1KI 22:26', '1KI 22:31', '1KI 22:32', '1KI 22:33', '2KI 1:9', '2KI 1:10', '2KI 1:11', '2KI 1:13', '2KI 1:13', '2KI 1:14', '2KI 4:13', '2KI 5:1', '2KI 8:21', '2KI 9:5', '2KI 9:5', '2KI 9:5', '2KI 10:1', '2KI 11:4', '2KI 11:9', '2KI 11:10', '2KI 11:14', '2KI 11:15', '2KI 11:19', '2KI 23:8', '2KI 24:12', '2KI 24:14', '2KI 25:19', '2KI 25:23', '2KI 25:26', '1CH 11:6', '1CH 11:21', '1CH 12:23', '1CH 12:30', '1CH 12:36', '1CH 13:1', '1CH 15:5', '1CH 15:6', '1CH 15:7', '1CH 15:8', '1CH 15:9', '1CH 15:10', '1CH 15:16', '1CH 15:22', '1CH 15:25', '1CH 15:27', '1CH 19:3', '1CH 19:16', '1CH 19:18', '1CH 21:2', '1CH 22:17', '1CH 23:2', '1CH 24:5', '1CH 24:5', '1CH 24:6', '1CH 25:1', '1CH 26:26', '1CH 26:26', '1CH 27:1', '1CH 27:3', '1CH 27:5', '1CH 27:8', '1CH 27:22', '1CH 27:31', '1CH 27:34', '1CH 28:1', '1CH 28:1', '1CH 28:1', '1CH 28:1', '1CH 28:1', '1CH 28:1', '1CH 28:21', '1CH 29:6', '1CH 29:6', '1CH 29:6', '1CH 29:6', '1CH 29:24', '2CH 1:2', '2CH 8:9', '2CH 8:9', '2CH 8:10', '2CH 12:5', '2CH 12:6', '2CH 12:10', '2CH 16:4', '2CH 17:7', '2CH 17:14', '2CH 17:14', '2CH 17:15', '2CH 18:25', '2CH 18:30', '2CH 18:31', '2CH 18:32', '2CH 21:4', '2CH 21:9', '2CH 21:9', '2CH 22:8', '2CH 23:1', '2CH 23:9', '2CH 23:13', '2CH 23:14', '2CH 23:20', '2CH 24:10', '2CH 24:17', '2CH 24:23', '2CH 25:5', '2CH 25:5', '2CH 26:11', '2CH 28:14', '2CH 28:21', '2CH 29:20', '2CH 29:30', '2CH 30:2', '2CH 30:6', '2CH 30:12', '2CH 30:24', '2CH 31:8', '2CH 32:3', '2CH 32:6', '2CH 32:21', '2CH 32:31', '2CH 33:11', '2CH 33:14', '2CH 34:8', '2CH 35:8', '2CH 35:9', '2CH 36:14', '2CH 36:18', 'EZR 7:28', 'EZR 8:20', 'EZR 8:24', 'EZR 8:25', 'EZR 8:29', 'EZR 8:29', 'EZR 9:1', 'EZR 9:2', 'EZR 10:5', 'EZR 10:8', 'EZR 10:14', 'NEH 2:9', 'NEH 3:9', 'NEH 3:12', 'NEH 3:14', 'NEH 3:15', 'NEH 3:16', 'NEH 3:17', 'NEH 3:18', 'NEH 3:19', 'NEH 4:4', 'NEH 7:2', 'NEH 9:32', 'NEH 9:34', 'NEH 10:2', 'NEH 11:1', 'NEH 12:31', 'NEH 12:32', 'EST 1:3', 'EST 1:3', 'EST 1:11', 'EST 1:14', 'EST 1:16', 'EST 1:16', 'EST 1:18', 'EST 1:21', 'EST 2:18', 'EST 3:1', 'EST 3:12', 'EST 5:11', 'EST 6:9', 'EST 8:9', 'EST 9:3', 'JOB 3:15', 'JOB 29:9', 'JOB 34:19', 'JOB 39:25', 'PSA 45:18', 'PSA 68:29', 'PSA 68:29', 'PSA 68:29', 'PSA 82:7', 'PSA 105:22', 'PSA 119:23', 'PSA 119:161', 'PSA 148:11', 'PRO 8:16', 'PRO 19:10', 'PRO 28:2', 'ECC 10:7', 'ECC 10:16', 'ECC 10:17', 'ISA 1:23', 'ISA 3:3', 'ISA 3:4', 'ISA 3:14', 'ISA 9:4', 'ISA 10:8', 'ISA 19:11', 'ISA 19:13', 'ISA 19:13', 'ISA 21:5', 'ISA 23:8', 'ISA 30:4', 'ISA 31:9', 'ISA 32:1', 'ISA 34:12', 'ISA 43:28', 'ISA 49:7', 'JER 1:18', 'JER 2:26', 'JER 4:9', 'JER 8:1', 'JER 17:25', 'JER 17:25', 'JER 24:1', 'JER 24:8', 'JER 25:18', 'JER 25:19', 'JER 26:10', 'JER 26:11', 'JER 26:12', 'JER 26:16', 'JER 26:21', 'JER 29:2', 'JER 32:32', 'JER 34:10', 'JER 34:19', 'JER 34:19', 'JER 34:21', 'JER 35:4', 'JER 36:12', 'JER 36:12', 'JER 36:14', 'JER 36:19', 'JER 36:21', 'JER 37:14', 'JER 37:15', 'JER 38:4', 'JER 38:17', 'JER 38:18', 'JER 38:22', 'JER 38:25', 'JER 38:27', 'JER 39:3', 'JER 39:3', 'JER 40:7', 'JER 40:13', 'JER 41:11', 'JER 41:13', 'JER 41:16', 'JER 42:1', 'JER 42:8', 'JER 43:4', 'JER 43:5', 'JER 44:17', 'JER 44:21', 'JER 48:7', 'JER 49:3', 'JER 49:38', 'JER 50:35', 'JER 51:57', 'JER 51:59', 'JER 52:10', 'JER 52:25', 'LAM 1:6', 'LAM 2:2', 'LAM 2:9', 'LAM 5:12', 'EZK 11:1', 'EZK 17:12', 'EZK 22:27', 'DAN 1:7', 'DAN 1:8', 'DAN 1:9', 'DAN 1:10', 'DAN 1:11', 'DAN 1:18', 'DAN 8:11', 'DAN 8:25', 'DAN 8:25', 'DAN 9:6', 'DAN 9:8', 'DAN 11:5', 'HOS 3:4', 'HOS 5:10', 'HOS 7:3', 'HOS 7:5', 'HOS 7:16', 'HOS 8:10', 'HOS 9:15', 'HOS 13:10', 'AMO 1:15', 'AMO 2:3', 'MIC 7:3', 'ZEP 1:8', 'ZEP 3:3']
4488	['JOS 5:14', 'JOS 5:15', 'DAN 8:11', 'DAN 8:25', 'DAN 8:25', 'DAN 10:13', 'DAN 10:20', 'DAN 10:21', 'DAN 12:1']
4489	['JER 39:3']
4490	['2KI 19:37', 'ISA 37:38']
4491	['ZEC 7:2']
4492	['ISA 44:13']
4493	['GEN 17:15', 'GEN 17:17', 'GEN 17:19', 'GEN 17:21', 'GEN 18:6', 'GEN 18:9', 'GEN 18:10', 'GEN 18:11', 'GEN 18:12', 'GEN 18:13', 'GEN 18:14', 'GEN 18:15', 'GEN 20:2', 'GEN 20:14', 'GEN 20:16', 'GEN 20:18', 'GEN 21:1', 'GEN 21:2', 'GEN 21:3', 'GEN 21:6', 'GEN 21:7', 'GEN 21:9', 'GEN 21:12', 'GEN 23:1', 'GEN 23:2', 'GEN 23:19', 'GEN 24:36', 'GEN 24:67', 'GEN 25:10', 'GEN 25:12', 'GEN 49:31', 'ISA 51:2']
4494	['GEN 11:20', 'GEN 11:21', 'GEN 11:22', 'GEN 11:23', '1CH 1:26']
4495	['GEN 46:17', 'NUM 26:46', '1CH 7:30']
4496	['GEN 11:29', 'GEN 11:30', 'GEN 11:31', 'GEN 12:5', 'GEN 12:11', 'GEN 12:17', 'GEN 16:1', 'GEN 16:2', 'GEN 16:3', 'GEN 16:5', 'GEN 16:6', 'GEN 16:8', 'GEN 17:15']
4497	['GEN 40:10', 'GEN 40:12', 'JOL 1:7']
4498	['JOS 19:10', 'JOS 19:12']
4499	['2SA 8:17']
4500	['2KI 25:18', '1CH 5:40', 'EZR 7:1', 'JER 52:24']
4501	['2KI 25:23', 'JER 40:8']
4502	['NEH 11:11']
4503	['1CH 4:13', '1CH 4:14']
4504	['1CH 4:35']
4505	['EZR 2:2', 'NEH 10:4', 'NEH 12:1', 'NEH 12:12']
4506	['JER 51:59', 'JER 51:61']
4507	['JER 36:26']
4508	['DEU 3:9', 'PSA 29:6']
4509	['NUM 21:6', 'NUM 21:8', 'DEU 8:15', 'ISA 14:29', 'ISA 30:6']
4510	['ISA 6:2', 'ISA 6:6']
4511	['1CH 4:22']
4512	['ISA 5:2', 'JER 2:21']
4513	['JDG 16:4']
4514	['GEN 49:11']
4515	['1SA 9:2', '1SA 9:3', '1SA 9:5', '1SA 9:7', '1SA 9:8', '1SA 9:10', '1SA 9:15', '1SA 9:17', '1SA 9:18', '1SA 9:19', '1SA 9:21', '1SA 9:22', '1SA 9:24', '1SA 9:25', '1SA 9:26', '1SA 9:27', '1SA 10:11', '1SA 10:12', '1SA 10:14', '1SA 10:15', '1SA 10:16', '1SA 10:21', '1SA 10:26', '1SA 11:4', '1SA 11:5', '1SA 11:6', '1SA 11:7', '1SA 11:11', '1SA 11:12', '1SA 11:13', '1SA 11:15', '1SA 13:1', '1SA 13:2', '1SA 13:3', '1SA 13:4', '1SA 13:7', '1SA 13:9', '1SA 13:10', '1SA 13:11', '1SA 13:13', '1SA 13:15', '1SA 13:16', '1SA 13:22', '1SA 14:1', '1SA 14:2', '1SA 14:16', '1SA 14:17', '1SA 14:18', '1SA 14:19', '1SA 14:20', '1SA 14:21', '1SA 14:24', '1SA 14:33', '1SA 14:34', '1SA 14:35', '1SA 14:36', '1SA 14:37', '1SA 14:38', '1SA 14:40', '1SA 14:41', '1SA 14:42', '1SA 14:43', '1SA 14:44', '1SA 14:45', '1SA 14:46', '1SA 14:47', '1SA 14:49', '1SA 14:50', '1SA 14:51', '1SA 14:52', '1SA 15:1', '1SA 15:4', '1SA 15:5', '1SA 15:6', '1SA 15:7', '1SA 15:9', '1SA 15:11', '1SA 15:12', '1SA 15:13', '1SA 15:15', '1SA 15:16', '1SA 15:20', '1SA 15:24', '1SA 15:26', '1SA 15:31', '1SA 15:34', '1SA 15:35', '1SA 16:1', '1SA 16:2', '1SA 16:14', '1SA 16:15', '1SA 16:17', '1SA 16:19', '1SA 16:20', '1SA 16:21', '1SA 16:22', '1SA 16:23', '1SA 17:2', '1SA 17:8', '1SA 17:11', '1SA 17:12', '1SA 17:13', '1SA 17:14', '1SA 17:15', '1SA 17:19', '1SA 17:31', '1SA 17:32', '1SA 17:33', '1SA 17:34', '1SA 17:37', '1SA 17:38', '1SA 17:39', '1SA 17:55', '1SA 17:57', '1SA 17:58', '1SA 18:1', '1SA 18:2', '1SA 18:5', '1SA 18:6', '1SA 18:7', '1SA 18:8', '1SA 18:9', '1SA 18:10', '1SA 18:11', '1SA 18:12', '1SA 18:13', '1SA 18:15', '1SA 18:17', '1SA 18:18', '1SA 18:19', '1SA 18:20', '1SA 18:21', '1SA 18:22', '1SA 18:23', '1SA 18:24', '1SA 18:25', '1SA 18:27', '1SA 18:28', '1SA 18:29', '1SA 18:30', '1SA 19:1', '1SA 19:2', '1SA 19:4', '1SA 19:6', '1SA 19:7', '1SA 19:9', '1SA 19:10', '1SA 19:11', '1SA 19:14', '1SA 19:15', '1SA 19:17', '1SA 19:18', '1SA 19:19', '1SA 19:20', '1SA 19:21', '1SA 19:24', '1SA 20:25', '1SA 20:26', '1SA 20:27', '1SA 20:28', '1SA 20:30', '1SA 20:32', '1SA 20:33', '1SA 21:9', '1SA 21:12', '1SA 21:13', '1SA 22:6', '1SA 22:7', '1SA 22:9', '1SA 22:12', '1SA 22:13', '1SA 22:21', '1SA 22:22', '1SA 23:7', '1SA 23:8', '1SA 23:9', '1SA 23:10', '1SA 23:11', '1SA 23:12', '1SA 23:13', '1SA 23:14', '1SA 23:15', '1SA 23:16', '1SA 23:17', '1SA 23:19', '1SA 23:21', '1SA 23:24', '1SA 23:25', '1SA 23:26', '1SA 23:27', '1SA 23:28', '1SA 24:3', '1SA 24:4', '1SA 24:5', '1SA 24:6', '1SA 24:7', '1SA 24:9', '1SA 24:10', '1SA 24:11', '1SA 24:18', '1SA 24:23', '1SA 25:44', '1SA 26:1', '1SA 26:2', '1SA 26:3', '1SA 26:4', '1SA 26:5', '1SA 26:6', '1SA 26:7', '1SA 26:12', '1SA 26:17', '1SA 26:21', '1SA 26:25', '1SA 27:1', '1SA 27:4', '1SA 28:3', '1SA 28:4', '1SA 28:5', '1SA 28:6', '1SA 28:7', '1SA 28:8', '1SA 28:9', '1SA 28:10', '1SA 28:12', '1SA 28:13', '1SA 28:14', '1SA 28:15', '1SA 28:20', '1SA 28:21', '1SA 28:25', '1SA 29:3', '1SA 29:5', '1SA 31:2', '1SA 31:3', '1SA 31:4', '1SA 31:5', '1SA 31:6', '1SA 31:7', '1SA 31:8', '1SA 31:11', '1SA 31:12', '2SA 1:1', '2SA 1:2', '2SA 1:4', '2SA 1:5', '2SA 1:6', '2SA 1:12', '2SA 1:17', '2SA 1:21', '2SA 1:22', '2SA 1:23', '2SA 1:24', '2SA 2:4', '2SA 2:5', '2SA 2:7', '2SA 2:8', '2SA 2:10', '2SA 2:12', '2SA 2:15', '2SA 3:1', '2SA 3:6', '2SA 3:7', '2SA 3:8', '2SA 3:10', '2SA 3:13', '2SA 3:14', '2SA 4:1', '2SA 4:2', '2SA 4:4', '2SA 4:8', '2SA 4:10', '2SA 5:2', '2SA 6:16', '2SA 6:20', '2SA 6:23', '2SA 7:15', '2SA 9:1', '2SA 9:2', '2SA 9:3', '2SA 9:6', '2SA 9:7', '2SA 9:9', '2SA 12:7', '2SA 16:5', '2SA 16:8', '2SA 19:19', '2SA 19:26', '2SA 21:1', '2SA 21:2', '2SA 21:4', '2SA 21:6', '2SA 21:7', '2SA 21:8', '2SA 21:11', '2SA 21:12', '2SA 21:13', '2SA 21:14', '2SA 22:1', '1CH 5:10', '1CH 8:33', '1CH 9:39', '1CH 10:2', '1CH 10:3', '1CH 10:4', '1CH 10:5', '1CH 10:6', '1CH 10:7', '1CH 10:8', '1CH 10:11', '1CH 10:12', '1CH 10:13', '1CH 11:2', '1CH 12:1', '1CH 12:2', '1CH 12:21', '1CH 12:25', '1CH 12:31', '1CH 13:3', '1CH 15:29', '1CH 26:28', 'PSA 18:2', 'PSA 52:4', 'PSA 54:4', 'PSA 57:2', 'PSA 59:2', 'ISA 10:29']
4516	['GEN 36:37', 'GEN 36:38', '1CH 1:48', '1CH 1:49']
4517	['GEN 46:10', 'EXO 6:15', 'NUM 26:13', '1CH 4:24']
4518	['1CH 5:35']
4519	['NUM 26:13']
4520	['EZR 10:29']
4521	['EZR 5:2']
4522	['1CH 3:17', 'EZR 3:2', 'EZR 3:8', 'NEH 12:1', 'HAG 1:1', 'HAG 1:12', 'HAG 1:14', 'HAG 2:2', 'HAG 2:23']
4523	['ISA 7:3']
4524	['1CH 7:24']
4525	['GEN 10:7', 'GEN 10:28', 'GEN 25:3', '1KI 10:1', '1KI 10:4', '1KI 10:10', '1KI 10:13', '1CH 1:9', '1CH 1:22', '1CH 1:32', '2CH 9:1', '2CH 9:3', '2CH 9:9', '2CH 9:12', 'JOB 1:15', 'JOB 6:19', 'PSA 72:10', 'PSA 72:15', 'ISA 60:6', 'JER 6:20', 'EZK 27:22', 'EZK 27:23', 'EZK 38:13']
4526	['JOL 4:8']
4527	['EXO 28:19', 'EXO 39:12']
4528	['1CH 23:16', '1CH 26:24']
4529	['1CH 25:4']
4530	['GEN 24:8', 'GEN 26:3', 'EXO 22:9', 'LEV 5:4', 'NUM 5:21', 'NUM 5:21', 'NUM 30:4', 'NUM 30:12', 'NUM 30:15', 'DEU 7:8', 'JOS 2:17', 'JOS 2:20', 'JOS 9:20', 'JDG 21:5', '1SA 14:26', '2SA 21:7', '1KI 2:43', '1CH 16:16', '2CH 15:15', 'NEH 6:18', 'NEH 10:31', 'PSA 105:9', 'ECC 8:2', 'ECC 9:2', 'ISA 65:15', 'JER 11:5', 'DAN 9:11', 'HAB 3:9', 'ZEC 8:17']
4531	['GEN 49:16', 'GEN 49:28', 'EXO 24:4', 'EXO 28:21', 'EXO 39:14', 'NUM 4:18', 'NUM 18:2', 'NUM 24:2', 'NUM 32:33', 'NUM 36:3', 'DEU 1:13', 'DEU 1:15', 'DEU 1:15', 'DEU 1:23', 'DEU 3:13', 'DEU 5:23', 'DEU 10:8', 'DEU 12:5', 'DEU 12:14', 'DEU 16:18', 'DEU 18:1', 'DEU 18:5', 'DEU 29:6', 'DEU 29:8', 'DEU 29:16', 'DEU 29:19', 'DEU 31:28', 'DEU 33:5', 'JOS 1:12', 'JOS 3:12', 'JOS 3:12', 'JOS 4:2', 'JOS 4:4', 'JOS 4:5', 'JOS 4:8', 'JOS 4:12', 'JOS 7:14', 'JOS 7:14', 'JOS 7:16', 'JOS 7:16', 'JOS 11:23', 'JOS 12:6', 'JOS 12:7', 'JOS 13:7', 'JOS 13:7', 'JOS 13:14', 'JOS 13:29', 'JOS 13:33', 'JOS 18:2', 'JOS 18:4', 'JOS 18:7', 'JOS 21:16', 'JOS 22:7', 'JOS 22:9', 'JOS 22:10', 'JOS 22:11', 'JOS 22:13', 'JOS 22:15', 'JOS 22:21', 'JOS 23:4', 'JOS 24:1', 'JDG 18:1', 'JDG 18:1', 'JDG 18:19', 'JDG 18:30', 'JDG 20:2', 'JDG 20:10', 'JDG 20:12', 'JDG 20:12', 'JDG 21:3', 'JDG 21:5', 'JDG 21:6', 'JDG 21:8', 'JDG 21:15', 'JDG 21:17', 'JDG 21:24', '1SA 2:28', '1SA 9:21', '1SA 9:21', '1SA 10:19', '1SA 10:20', '1SA 10:20', '1SA 10:21', '1SA 15:17', '2SA 5:1', '2SA 7:7', '2SA 15:2', '2SA 15:10', '2SA 19:11', '2SA 20:14', '2SA 24:2', '1KI 8:16', '1KI 11:13', '1KI 11:31', '1KI 11:32', '1KI 11:32', '1KI 11:35', '1KI 11:36', '1KI 12:20', '1KI 12:21', '1KI 12:21', '1KI 14:21', '1KI 18:31', '2KI 17:18', '2KI 21:7', '1CH 5:18', '1CH 5:23', '1CH 5:26', '1CH 12:39', '1CH 23:14', '1CH 26:32', '1CH 27:16', '1CH 27:20', '1CH 27:22', '1CH 28:1', '1CH 29:6', '2CH 6:5', '2CH 11:16', '2CH 12:13', '2CH 33:7', 'PSA 74:2', 'PSA 78:55', 'PSA 78:67', 'PSA 78:68', 'PSA 105:37', 'PSA 122:4', 'PSA 122:4', 'ISA 19:13', 'ISA 49:6', 'ISA 63:17', 'JER 10:16', 'JER 51:19', 'EZK 37:19', 'EZK 45:8', 'EZK 47:13', 'EZK 47:21', 'EZK 47:22', 'EZK 47:23', 'EZK 48:1', 'EZK 48:19', 'EZK 48:23', 'EZK 48:29', 'EZK 48:31', 'HOS 5:9', 'ZEC 9:1']
4532	['LEV 27:32', 'PSA 23:4', 'EZK 20:37', 'MIC 7:14']
4533	['EZR 2:42', 'NEH 7:45']
4534	['2SA 17:27']
4535	['PSA 58:10']
4536	['2KI 18:18', '2KI 18:26', '2KI 18:37', '2KI 19:2', 'ISA 22:15', 'ISA 36:3', 'ISA 36:11', 'ISA 36:22', 'ISA 37:2']
4537	['NEH 9:4', 'NEH 9:5', 'NEH 10:12', 'NEH 10:14']
4538	['NEH 10:6', 'NEH 12:14']
4539	['1CH 15:24']
4540	['GEN 21:23', 'GEN 21:24', 'GEN 21:31', 'GEN 22:16', 'GEN 24:3', 'GEN 24:7', 'GEN 24:9', 'GEN 24:37', 'GEN 25:33', 'GEN 25:33', 'GEN 26:3', 'GEN 26:31', 'GEN 31:53', 'GEN 47:31', 'GEN 47:31', 'GEN 50:5', 'GEN 50:6', 'GEN 50:24', 'GEN 50:25', 'EXO 13:5', 'EXO 13:11', 'EXO 13:19', 'EXO 13:19', 'EXO 32:13', 'EXO 33:1', 'LEV 5:4', 'LEV 5:22', 'LEV 5:24', 'LEV 19:12', 'NUM 5:19', 'NUM 5:21', 'NUM 11:12', 'NUM 14:16', 'NUM 14:23', 'NUM 30:4', 'NUM 32:10', 'NUM 32:11', 'DEU 1:8', 'DEU 1:34', 'DEU 1:35', 'DEU 2:14', 'DEU 4:21', 'DEU 4:31', 'DEU 6:10', 'DEU 6:13', 'DEU 6:18', 'DEU 6:23', 'DEU 7:8', 'DEU 7:12', 'DEU 7:13', 'DEU 8:1', 'DEU 8:18', 'DEU 9:5', 'DEU 10:11', 'DEU 10:20', 'DEU 11:9', 'DEU 11:21', 'DEU 13:19', 'DEU 19:8', 'DEU 26:3', 'DEU 26:15', 'DEU 28:9', 'DEU 28:11', 'DEU 29:11', 'DEU 30:20', 'DEU 31:7', 'DEU 31:20', 'DEU 31:21', 'DEU 31:23', 'DEU 34:4', 'JOS 1:6', 'JOS 2:12', 'JOS 2:17', 'JOS 2:20', 'JOS 5:6', 'JOS 5:6', 'JOS 6:22', 'JOS 6:26', 'JOS 9:15', 'JOS 9:18', 'JOS 9:19', 'JOS 9:20', 'JOS 14:9', 'JOS 21:43', 'JOS 21:44', 'JOS 23:7', 'JDG 2:1', 'JDG 2:15', 'JDG 15:12', 'JDG 21:1', 'JDG 21:7', 'JDG 21:18', '1SA 3:14', '1SA 14:27', '1SA 14:28', '1SA 14:28', '1SA 19:6', '1SA 20:3', '1SA 20:17', '1SA 21:1', '1SA 24:23', '1SA 24:23', '1SA 28:10', '1SA 30:15', '2SA 3:9', '2SA 3:35', '2SA 19:9', '2SA 19:25', '2SA 21:2', '2SA 21:17', '1KI 1:13', '1KI 1:17', '1KI 1:29', '1KI 1:30', '1KI 1:51', '1KI 2:8', '1KI 2:23', '1KI 2:42', '1KI 18:10', '1KI 22:16', '2KI 11:4', '2KI 25:24', '2CH 15:14', '2CH 15:15', '2CH 18:15', '2CH 36:13', 'EZR 10:5', 'EZR 10:5', 'NEH 5:12', 'NEH 13:25', 'PSA 15:4', 'PSA 24:4', 'PSA 63:12', 'PSA 89:5', 'PSA 89:37', 'PSA 89:51', 'PSA 95:11', 'PSA 102:10', 'PSA 110:4', 'PSA 119:106', 'PSA 132:2', 'PSA 132:11', 'ECC 9:2', 'SNG 2:7', 'SNG 3:5', 'SNG 5:8', 'SNG 5:9', 'SNG 8:4', 'ISA 14:24', 'ISA 19:18', 'ISA 45:23', 'ISA 45:23', 'ISA 48:1', 'ISA 54:9', 'ISA 54:9', 'ISA 62:8', 'ISA 65:16', 'ISA 65:16', 'JER 4:2', 'JER 5:2', 'JER 5:7', 'JER 7:9', 'JER 11:5', 'JER 12:16', 'JER 12:16', 'JER 22:5', 'JER 32:22', 'JER 38:16', 'JER 40:9', 'JER 44:26', 'JER 49:13', 'JER 51:14', 'EZK 16:8', 'DAN 12:7', 'HOS 4:15', 'AMO 4:2', 'AMO 6:8', 'AMO 8:7', 'AMO 8:14', 'MIC 7:20', 'ZEP 1:5', 'ZEP 1:5', 'ZEC 5:3', 'ZEC 5:4', 'MAL 3:5']
4541	['JOS 19:2']
4542	['2SA 20:1', '2SA 20:2', '2SA 20:6', '2SA 20:7', '2SA 20:10', '2SA 20:13', '2SA 20:21', '2SA 20:22']
4543	['1CH 5:13']
4544	['GEN 26:33']
4545	['EXO 34:22', 'NUM 28:26', 'DEU 16:10', 'DEU 16:16', '2CH 8:13']
4546	['1CH 2:48']
4547	['EXO 16:23', 'EXO 16:25', 'EXO 16:26', 'EXO 16:29', 'EXO 20:8', 'EXO 20:10', 'EXO 20:11', 'EXO 31:13', 'EXO 31:14', 'EXO 31:15', 'EXO 31:15', 'EXO 31:16', 'EXO 31:16', 'EXO 35:2', 'EXO 35:3', 'LEV 16:31', 'LEV 19:3', 'LEV 19:30', 'LEV 23:3', 'LEV 23:3', 'LEV 23:11', 'LEV 23:15', 'LEV 23:15', 'LEV 23:16', 'LEV 23:32', 'LEV 23:32', 'LEV 23:38', 'LEV 24:8', 'LEV 24:8', 'LEV 25:2', 'LEV 25:4', 'LEV 25:4', 'LEV 25:6', 'LEV 25:8', 'LEV 25:8', 'LEV 26:2', 'LEV 26:34', 'LEV 26:34', 'LEV 26:35', 'LEV 26:43', 'NUM 15:32', 'NUM 28:9', 'NUM 28:10', 'NUM 28:10', 'DEU 5:12', 'DEU 5:14', 'DEU 5:15', '2KI 4:23', '2KI 11:5', '2KI 11:7', '2KI 11:9', '2KI 11:9', '2KI 16:18', '1CH 9:32', '1CH 9:32', '1CH 23:31', '2CH 2:2', '2CH 8:13', '2CH 23:4', '2CH 23:8', '2CH 23:8', '2CH 31:3', '2CH 36:21', 'NEH 9:14', 'NEH 10:33', 'NEH 10:33', 'NEH 10:35', 'NEH 13:15', 'NEH 13:15', 'NEH 13:16', 'NEH 13:17', 'NEH 13:18', 'NEH 13:19', 'NEH 13:19', 'NEH 13:19', 'NEH 13:21', 'NEH 13:22', 'PSA 92:2', 'ISA 1:13', 'ISA 56:2', 'ISA 56:4', 'ISA 56:6', 'ISA 58:13', 'ISA 58:13', 'ISA 66:23', 'ISA 66:23', 'JER 17:21', 'JER 17:22', 'JER 17:22', 'JER 17:24', 'JER 17:24', 'JER 17:27', 'JER 17:27', 'LAM 2:6', 'EZK 20:12', 'EZK 20:13', 'EZK 20:16', 'EZK 20:20', 'EZK 20:21', 'EZK 20:24', 'EZK 22:8', 'EZK 22:26', 'EZK 23:38', 'EZK 44:24', 'EZK 45:17', 'EZK 46:1', 'EZK 46:3', 'EZK 46:4', 'EZK 46:12', 'HOS 2:15', 'AMO 8:5']
4548	['EZR 10:15', 'NEH 8:7', 'NEH 11:16']
4549	['1CH 11:34']
4550	['DEU 32:17', 'PSA 106:37']
